region,year,age,sex,population
Республика Дагестан,2024,16,male,25203
Республика Дагестан,2024,17,male,22859
Республика Дагестан,2024,18,male,24116
Республика Дагестан,2024,19,male,21836
Республика Дагестан,2024,20,male,22777
Республика Дагестан,2024,21,male,22265
Республика Дагестан,2024,22,male,20027
Республика Дагестан,2024,23,male,22925
Республика Дагестан,2024,24,male,21443
Республика Дагестан,2024,25,male,23180
Республика Дагестан,2024,26,male,21699
Республика Дагестан,2024,27,male,24061
Республика Дагестан,2024,28,male,25087
Республика Дагестан,2024,29,male,24265
Республика Дагестан,2024,30,male,23107
Республика Дагестан,2024,31,male,26620
Республика Дагестан,2024,32,male,29011
Республика Дагестан,2024,33,male,34522
Республика Дагестан,2024,34,male,29123
Республика Дагестан,2024,35,male,27877
Республика Дагестан,2024,36,male,27414
Республика Дагестан,2024,37,male,26577
Республика Дагестан,2024,38,male,27611
Республика Дагестан,2024,39,male,23598
Республика Дагестан,2024,40,male,23095
Республика Дагестан,2024,41,male,21529
Республика Дагестан,2024,42,male,19926
Республика Дагестан,2024,43,male,25874
Республика Дагестан,2024,44,male,19439
Республика Дагестан,2024,45,male,19266
Республика Дагестан,2024,46,male,18248
Республика Дагестан,2024,47,male,19085
Республика Дагестан,2024,48,male,21279
Республика Дагестан,2024,49,male,18516
Республика Дагестан,2024,50,male,17998
Республика Дагестан,2024,51,male,17751
Республика Дагестан,2024,52,male,17118
Республика Дагестан,2024,53,male,22525
Республика Дагестан,2024,54,male,16889
Республика Дагестан,2024,55,male,18592
Республика Дагестан,2024,56,male,16465
Республика Дагестан,2024,57,male,16303
Республика Дагестан,2024,58,male,19553
Республика Дагестан,2024,59,male,16725
Республика Дагестан,2024,60,male,16576
Республика Дагестан,2024,61,male,16243
Республика Дагестан,2024,62,male,15443
Республика Дагестан,2024,63,male,18494
Республика Дагестан,2024,64,male,13629
Республика Дагестан,2024,65,male,12487
Республика Дагестан,2024,66,male,11010
Республика Дагестан,2024,67,male,10468
Республика Дагестан,2024,68,male,9843
Республика Дагестан,2024,69,male,8458
Республика Дагестан,2024,70,male,6929
Республика Дагестан,2024,71,male,6846
Республика Дагестан,2024,72,male,5602
Республика Дагестан,2024,73,male,7125
Республика Дагестан,2024,74,male,5051
Республика Дагестан,2024,75,male,4258
Республика Дагестан,2024,76,male,3256
Республика Дагестан,2024,77,male,2733
Республика Дагестан,2024,78,male,2803
Республика Дагестан,2024,79,male,1564
Республика Дагестан,2024,80,male,21381
Республика Ингушетия,2024,1,male,4059
Республика Ингушетия,2024,2,male,4348
Республика Ингушетия,2024,3,male,4328
Республика Ингушетия,2024,4,male,4205
Республика Ингушетия,2024,5,male,4094
Республика Ингушетия,2024,6,male,4020
Республика Ингушетия,2024,7,male,4012
Республика Ингушетия,2024,8,male,4496
Республика Ингушетия,2024,9,male,5070
Республика Ингушетия,2024,10,male,4867
Республика Ингушетия,2024,11,male,5069
Республика Ингушетия,2024,12,male,5600
Республика Ингушетия,2024,13,male,5075
Республика Ингушетия,2024,14,male,5275
Республика Ингушетия,2024,15,male,4942
Республика Ингушетия,2024,16,male,4472
Республика Ингушетия,2024,17,male,4684
Республика Ингушетия,2024,18,male,4807
Республика Ингушетия,2024,19,male,3814
Республика Ингушетия,2024,20,male,4647
Республика Ингушетия,2024,21,male,5255
Республика Ингушетия,2024,22,male,3565
Республика Ингушетия,2024,23,male,4789
Республика Ингушетия,2024,24,male,5104
Республика Ингушетия,2024,25,male,4531
Республика Ингушетия,2024,26,male,4701
Республика Ингушетия,2024,27,male,5100
Республика Ингушетия,2024,28,male,5697
Республика Ингушетия,2024,29,male,4193
Республика Ингушетия,2024,30,male,4336
Республика Ингушетия,2024,31,male,4925
Республика Ингушетия,2024,32,male,3985
Республика Ингушетия,2024,33,male,6546
Республика Ингушетия,2024,34,male,5087
Республика Ингушетия,2024,35,male,4015
Республика Ингушетия,2024,36,male,3739
Республика Ингушетия,2024,37,male,3879
Республика Ингушетия,2024,38,male,4241
Республика Ингушетия,2024,39,male,2964
Республика Ингушетия,2024,40,male,2963
Республика Ингушетия,2024,41,male,3198
Республика Ингушетия,2024,42,male,2807
Республика Ингушетия,2024,43,male,4457
Республика Ингушетия,2024,44,male,3186
Республика Ингушетия,2024,45,male,2770
Республика Ингушетия,2024,46,male,2199
Республика Ингушетия,2024,47,male,2587
Республика Ингушетия,2024,48,male,3032
Республика Ингушетия,2024,49,male,2388
Республика Ингушетия,2024,50,male,2380
Республика Ингушетия,2024,51,male,2510
Республика Ингушетия,2024,52,male,2614
Республика Ингушетия,2024,53,male,4347
Республика Ингушетия,2024,54,male,2881
Республика Ингушетия,2024,55,male,2875
Республика Ингушетия,2024,56,male,1973
Республика Ингушетия,2024,57,male,1944
Республика Ингушетия,2024,58,male,2953
Республика Ингушетия,2024,59,male,1846
Республика Ингушетия,2024,60,male,2232
Республика Ингушетия,2024,61,male,1886
Республика Ингушетия,2024,62,male,2065
Республика Ингушетия,2024,63,male,3242
Республика Ингушетия,2024,64,male,1976
Республика Ингушетия,2024,65,male,1688
Республика Ингушетия,2024,66,male,1101
Республика Ингушетия,2024,67,male,1389
Республика Ингушетия,2024,68,male,1188
Республика Ингушетия,2024,69,male,901
Республика Ингушетия,2024,70,male,782
Республика Ингушетия,2024,71,male,748
Республика Ингушетия,2024,72,male,615
Республика Ингушетия,2024,73,male,873
Республика Ингушетия,2024,74,male,507
Республика Ингушетия,2024,75,male,375
Республика Ингушетия,2024,76,male,278
Республика Ингушетия,2024,77,male,267
Республика Ингушетия,2024,78,male,273
Республика Ингушетия,2024,79,male,156
Республика Ингушетия,2024,80,male,1698
Кабардино-Балкарская Республика,2024,1,male,5149
Кабардино-Балкарская Республика,2024,2,male,5383
Кабардино-Балкарская Республика,2024,3,male,5447
Кабардино-Балкарская Республика,2024,4,male,5426
Кабардино-Балкарская Республика,2024,5,male,5844
Кабардино-Балкарская Республика,2024,6,male,6000
Кабардино-Балкарская Республика,2024,7,male,6462
Кабардино-Балкарская Республика,2024,8,male,7138
Кабардино-Балкарская Республика,2024,9,male,7000
Кабардино-Балкарская Республика,2024,10,male,6885
Кабардино-Балкарская Республика,2024,11,male,7241
Кабардино-Балкарская Республика,2024,12,male,6671
Кабардино-Балкарская Республика,2024,13,male,7369
Кабардино-Балкарская Республика,2024,14,male,6674
Кабардино-Балкарская Республика,2024,15,male,6566
Кабардино-Балкарская Республика,2024,16,male,6342
Кабардино-Балкарская Республика,2024,17,male,5274
Кабардино-Балкарская Республика,2024,18,male,5436
Кабардино-Балкарская Республика,2024,19,male,4613
Кабардино-Балкарская Республика,2024,20,male,5086
Кабардино-Балкарская Республика,2024,21,male,5300
Кабардино-Балкарская Республика,2024,22,male,4903
Кабардино-Балкарская Республика,2024,23,male,6491
Кабардино-Балкарская Республика,2024,24,male,5909
Кабардино-Балкарская Республика,2024,25,male,5711
Кабардино-Балкарская Республика,2024,26,male,5309
Кабардино-Балкарская Республика,2024,27,male,5479
Кабардино-Балкарская Республика,2024,28,male,6275
Кабардино-Балкарская Республика,2024,29,male,5421
Кабардино-Балкарская Республика,2024,30,male,5834
Кабардино-Балкарская Республика,2024,31,male,6365
Кабардино-Балкарская Республика,2024,32,male,6814
Кабардино-Балкарская Республика,2024,33,male,8611
Кабардино-Балкарская Республика,2024,34,male,8359
Кабардино-Балкарская Республика,2024,35,male,7686
Кабардино-Балкарская Республика,2024,36,male,7383
Кабардино-Балкарская Республика,2024,37,male,7807
Кабардино-Балкарская Республика,2024,38,male,8136
Кабардино-Балкарская Республика,2024,39,male,6485
Кабардино-Балкарская Республика,2024,40,male,6356
Кабардино-Балкарская Республика,2024,41,male,6144
Кабардино-Балкарская Республика,2024,42,male,5830
Кабардино-Балкарская Республика,2024,43,male,7690
Кабардино-Балкарская Республика,2024,44,male,6133
Кабардино-Балкарская Республика,2024,45,male,5735
Кабардино-Балкарская Республика,2024,46,male,5018
Кабардино-Балкарская Республика,2024,47,male,5302
Кабардино-Балкарская Республика,2024,48,male,5902
Кабардино-Балкарская Республика,2024,49,male,4672
Кабардино-Балкарская Республика,2024,50,male,4505
Кабардино-Балкарская Республика,2024,51,male,4679
Кабардино-Балкарская Республика,2024,52,male,4617
Кабардино-Балкарская Республика,2024,53,male,6163
Кабардино-Балкарская Республика,2024,54,male,5164
Кабардино-Балкарская Республика,2024,55,male,5463
Кабардино-Балкарская Республика,2024,56,male,4673
Кабардино-Балкарская Республика,2024,57,male,4939
Кабардино-Балкарская Республика,2024,58,male,5857
Кабардино-Балкарская Республика,2024,59,male,4918
Кабардино-Балкарская Республика,2024,60,male,5044
Кабардино-Балкарская Республика,2024,61,male,5044
Кабардино-Балкарская Республика,2024,62,male,4791
Кабардино-Балкарская Республика,2024,63,male,6000
Кабардино-Балкарская Республика,2024,64,male,4576
Кабардино-Балкарская Республика,2024,65,male,4443
Кабардино-Балкарская Республика,2024,66,male,3708
Кабардино-Балкарская Республика,2024,67,male,3786
Кабардино-Балкарская Республика,2024,68,male,3615
Кабардино-Балкарская Республика,2024,69,male,3261
Кабардино-Балкарская Республика,2024,70,male,2657
Кабардино-Балкарская Республика,2024,71,male,2704
Кабардино-Балкарская Республика,2024,72,male,2195
Кабардино-Балкарская Республика,2024,73,male,2443
Кабардино-Балкарская Республика,2024,74,male,1961
Кабардино-Балкарская Республика,2024,75,male,1522
Кабардино-Балкарская Республика,2024,76,male,1237
Кабардино-Балкарская Республика,2024,77,male,1070
Кабардино-Балкарская Республика,2024,78,male,1001
Кабардино-Балкарская Республика,2024,79,male,505
Кабардино-Балкарская Республика,2024,80,male,6846
Карачаево-Черкесская Республика,2024,1,male,2294
Карачаево-Черкесская Республика,2024,2,male,2299
Карачаево-Черкесская Республика,2024,3,male,2785
Карачаево-Черкесская Республика,2024,4,male,2892
Карачаево-Черкесская Республика,2024,5,male,2877
Карачаево-Черкесская Республика,2024,6,male,3058
Карачаево-Черкесская Республика,2024,7,male,3232
Карачаево-Черкесская Республика,2024,8,male,3575
Карачаево-Черкесская Республика,2024,9,male,3331
Карачаево-Черкесская Республика,2024,10,male,3428
Карачаево-Черкесская Республика,2024,11,male,3466
Карачаево-Черкесская Республика,2024,12,male,3176
Карачаево-Черкесская Республика,2024,13,male,3578
Карачаево-Черкесская Республика,2024,14,male,3437
Карачаево-Черкесская Республика,2024,15,male,3570
Карачаево-Черкесская Республика,2024,16,male,3393
Карачаево-Черкесская Республика,2024,17,male,2740
Карачаево-Черкесская Республика,2024,18,male,2913
Карачаево-Черкесская Республика,2024,19,male,2632
Карачаево-Черкесская Республика,2024,20,male,2666
Карачаево-Черкесская Республика,2024,21,male,2782
Карачаево-Черкесская Республика,2024,22,male,2573
Карачаево-Черкесская Республика,2024,23,male,3136
Карачаево-Черкесская Республика,2024,24,male,2674
Карачаево-Черкесская Республика,2024,25,male,2982
Карачаево-Черкесская Республика,2024,26,male,2518
Карачаево-Черкесская Республика,2024,27,male,2790
Карачаево-Черкесская Республика,2024,28,male,3284
Карачаево-Черкесская Республика,2024,29,male,2729
Карачаево-Черкесская Республика,2024,30,male,2831
Карачаево-Черкесская Республика,2024,31,male,3204
Карачаево-Черкесская Республика,2024,32,male,3357
Карачаево-Черкесская Республика,2024,33,male,4200
Карачаево-Черкесская Республика,2024,34,male,3796
Карачаево-Черкесская Республика,2024,35,male,3831
Карачаево-Черкесская Республика,2024,36,male,3672
Карачаево-Черкесская Республика,2024,37,male,3723
Карачаево-Черкесская Республика,2024,38,male,4024
Карачаево-Черкесская Республика,2024,39,male,3390
Карачаево-Черкесская Республика,2024,40,male,3386
Карачаево-Черкесская Республика,2024,41,male,3408
Карачаево-Черкесская Республика,2024,42,male,2980
Карачаево-Черкесская Республика,2024,43,male,3884
Карачаево-Черкесская Республика,2024,44,male,3074
Карачаево-Черкесская Республика,2024,45,male,3083
Карачаево-Черкесская Республика,2024,46,male,2874
Карачаево-Черкесская Республика,2024,47,male,2924
Карачаево-Черкесская Республика,2024,48,male,3004
Карачаево-Черкесская Республика,2024,49,male,2567
Карачаево-Черкесская Республика,2024,50,male,2521
Карачаево-Черкесская Республика,2024,51,male,2421
Карачаево-Черкесская Республика,2024,52,male,2517
Карачаево-Черкесская Республика,2024,53,male,2978
Карачаево-Черкесская Республика,2024,54,male,2528
Карачаево-Черкесская Республика,2024,55,male,2722
Карачаево-Черкесская Республика,2024,56,male,2401
Карачаево-Черкесская Республика,2024,57,male,2412
Карачаево-Черкесская Республика,2024,58,male,2934
Карачаево-Черкесская Республика,2024,59,male,2564
Карачаево-Черкесская Республика,2024,60,male,2542
Карачаево-Черкесская Республика,2024,61,male,2491
Карачаево-Черкесская Республика,2024,62,male,2484
Карачаево-Черкесская Республика,2024,63,male,3081
Карачаево-Черкесская Республика,2024,64,male,2611
Карачаево-Черкесская Республика,2024,65,male,2514
Карачаево-Черкесская Республика,2024,66,male,2367
Карачаево-Черкесская Республика,2024,67,male,2228
Карачаево-Черкесская Республика,2024,68,male,2004
Карачаево-Черкесская Республика,2024,69,male,1896
Карачаево-Черкесская Республика,2024,70,male,1632
Карачаево-Черкесская Республика,2024,71,male,1527
Карачаево-Черкесская Республика,2024,72,male,1299
Карачаево-Черкесская Республика,2024,73,male,1478
Карачаево-Черкесская Республика,2024,74,male,1159
Карачаево-Черкесская Республика,2024,75,male,913
Карачаево-Черкесская Республика,2024,76,male,732
Карачаево-Черкесская Республика,2024,77,male,541
Карачаево-Черкесская Республика,2024,78,male,444
Карачаево-Черкесская Республика,2024,79,male,247
Карачаево-Черкесская Республика,2024,80,male,4341
Республика Северная Осетия – Алания,2024,1,male,3828
Республика Северная Осетия – Алания,2024,2,male,3562
Республика Северная Осетия – Алания,2024,3,male,3625
Республика Северная Осетия – Алания,2024,4,male,3817
Республика Северная Осетия – Алания,2024,5,male,4120
Республика Северная Осетия – Алания,2024,6,male,4065
Республика Северная Осетия – Алания,2024,7,male,4373
Республика Северная Осетия – Алания,2024,8,male,4782
Республика Северная Осетия – Алания,2024,9,male,4796
Республика Северная Осетия – Алания,2024,10,male,4837
Республика Северная Осетия – Алания,2024,11,male,4897
Республика Северная Осетия – Алания,2024,12,male,4641
Республика Северная Осетия – Алания,2024,13,male,4810
Республика Северная Осетия – Алания,2024,14,male,4413
Республика Северная Осетия – Алания,2024,15,male,4447
Республика Северная Осетия – Алания,2024,16,male,4607
Республика Северная Осетия – Алания,2024,17,male,4027
Республика Северная Осетия – Алания,2024,18,male,4173
Республика Северная Осетия – Алания,2024,19,male,3988
Республика Северная Осетия – Алания,2024,20,male,4280
Республика Северная Осетия – Алания,2024,21,male,4435
Республика Северная Осетия – Алания,2024,22,male,4447
Республика Северная Осетия – Алания,2024,23,male,5082
Республика Северная Осетия – Алания,2024,24,male,4484
Республика Северная Осетия – Алания,2024,25,male,4029
Республика Северная Осетия – Алания,2024,26,male,3609
Республика Северная Осетия – Алания,2024,27,male,4188
Республика Северная Осетия – Алания,2024,28,male,4649
Республика Северная Осетия – Алания,2024,29,male,3883
Республика Северная Осетия – Алания,2024,30,male,3972
Республика Северная Осетия – Алания,2024,31,male,4432
Республика Северная Осетия – Алания,2024,32,male,4676
Республика Северная Осетия – Алания,2024,33,male,5960
Республика Северная Осетия – Алания,2024,34,male,5848
Республика Северная Осетия – Алания,2024,35,male,5215
Республика Северная Осетия – Алания,2024,36,male,5054
Республика Северная Осетия – Алания,2024,37,male,5336
Республика Северная Осетия – Алания,2024,38,male,5658
Республика Северная Осетия – Алания,2024,39,male,4650
Республика Северная Осетия – Алания,2024,40,male,4565
Республика Северная Осетия – Алания,2024,41,male,4336
Республика Северная Осетия – Алания,2024,42,male,4118
Республика Северная Осетия – Алания,2024,43,male,5544
Республика Северная Осетия – Алания,2024,44,male,4405
Республика Северная Осетия – Алания,2024,45,male,4388
Республика Северная Осетия – Алания,2024,46,male,3924
Республика Северная Осетия – Алания,2024,47,male,4213
Республика Северная Осетия – Алания,2024,48,male,4793
Республика Северная Осетия – Алания,2024,49,male,3814
Республика Северная Осетия – Алания,2024,50,male,3787
Республика Северная Осетия – Алания,2024,51,male,3716
Республика Северная Осетия – Алания,2024,52,male,3652
Республика Северная Осетия – Алания,2024,53,male,4409
Республика Северная Осетия – Алания,2024,54,male,3739
Республика Северная Осетия – Алания,2024,55,male,3920
Республика Северная Осетия – Алания,2024,56,male,3352
Республика Северная Осетия – Алания,2024,57,male,3550
Республика Северная Осетия – Алания,2024,58,male,4143
Республика Северная Осетия – Алания,2024,59,male,3409
Республика Северная Осетия – Алания,2024,60,male,3755
Республика Северная Осетия – Алания,2024,61,male,3528
Республика Северная Осетия – Алания,2024,62,male,3586
Республика Северная Осетия – Алания,2024,63,male,4303
Республика Северная Осетия – Алания,2024,64,male,3563
Республика Северная Осетия – Алания,2024,65,male,3293
Республика Северная Осетия – Алания,2024,66,male,2933
Республика Северная Осетия – Алания,2024,67,male,3166
Республика Северная Осетия – Алания,2024,68,male,2781
Республика Северная Осетия – Алания,2024,69,male,2624
Республика Северная Осетия – Алания,2024,70,male,2112
Республика Северная Осетия – Алания,2024,71,male,2243
Республика Северная Осетия – Алания,2024,72,male,1939
Республика Северная Осетия – Алания,2024,73,male,2275
Республика Северная Осетия – Алания,2024,74,male,1813
Республика Северная Осетия – Алания,2024,75,male,1489
Республика Северная Осетия – Алания,2024,76,male,1256
Республика Северная Осетия – Алания,2024,77,male,1061
Республика Северная Осетия – Алания,2024,78,male,915
Республика Северная Осетия – Алания,2024,79,male,521
Республика Северная Осетия – Алания,2024,80,male,6884
Чеченская Республика,2024,1,male,16303
Чеченская Республика,2024,2,male,14801
Чеченская Республика,2024,3,male,15128
Чеченская Республика,2024,4,male,15131
Чеченская Республика,2024,5,male,15086
Чеченская Республика,2024,6,male,15694
Чеченская Республика,2024,7,male,14938
Чеченская Республика,2024,8,male,16107
Чеченская Республика,2024,9,male,16273
Чеченская Республика,2024,10,male,16411
Чеченская Республика,2024,11,male,16940
Чеченская Республика,2024,12,male,18670
Чеченская Республика,2024,13,male,15539
Чеченская Республика,2024,14,male,15407
Чеченская Республика,2024,15,male,16951
Чеченская Республика,2024,16,male,15323
Чеченская Республика,2024,17,male,13991
Чеченская Республика,2024,18,male,15031
Чеченская Республика,2024,19,male,14013
Чеченская Республика,2024,20,male,13987
Чеченская Республика,2024,21,male,13106
Чеченская Республика,2024,22,male,11700
Чеченская Республика,2024,23,male,11909
Чеченская Республика,2024,24,male,12992
Чеченская Республика,2024,25,male,12392
Чеченская Республика,2024,26,male,11455
Чеченская Республика,2024,27,male,10950
Чеченская Республика,2024,28,male,11145
Чеченская Республика,2024,29,male,10101
Чеченская Республика,2024,30,male,10307
Чеченская Республика,2024,31,male,11294
Чеченская Республика,2024,32,male,11101
Чеченская Республика,2024,33,male,14847
Чеченская Республика,2024,34,male,13470
Чеченская Республика,2024,35,male,12678
Чеченская Республика,2024,36,male,12687
Чеченская Республика,2024,37,male,12611
Чеченская Республика,2024,38,male,12983
Чеченская Республика,2024,39,male,11285
Чеченская Республика,2024,40,male,10905
Чеченская Республика,2024,41,male,10369
Чеченская Республика,2024,42,male,9369
Чеченская Республика,2024,43,male,12154
Чеченская Республика,2024,44,male,9038
Чеченская Республика,2024,45,male,8406
Чеченская Республика,2024,46,male,7559
Чеченская Республика,2024,47,male,7617
Чеченская Республика,2024,48,male,8019
Чеченская Республика,2024,49,male,6753
Чеченская Республика,2024,50,male,6307
Чеченская Республика,2024,51,male,6404
Чеченская Республика,2024,52,male,6145
Чеченская Республика,2024,53,male,8014
Чеченская Республика,2024,54,male,6082
Чеченская Республика,2024,55,male,6165
Чеченская Республика,2024,56,male,5502
Чеченская Республика,2024,57,male,5474
Чеченская Республика,2024,58,male,6003
Чеченская Республика,2024,59,male,5600
Чеченская Республика,2024,60,male,5927
Чеченская Республика,2024,61,male,5621
Чеченская Республика,2024,62,male,5595
Чеченская Республика,2024,63,male,7206
Чеченская Республика,2024,64,male,5778
Чеченская Республика,2024,65,male,5078
Чеченская Республика,2024,66,male,4488
Чеченская Республика,2024,67,male,3956
Чеченская Республика,2024,68,male,3882
Чеченская Республика,2024,69,male,3333
Чеченская Республика,2024,70,male,2916
Чеченская Республика,2024,71,male,2738
Чеченская Республика,2024,72,male,2261
Чеченская Республика,2024,73,male,2501
Чеченская Республика,2024,74,male,1518
Чеченская Республика,2024,75,male,1075
Чеченская Республика,2024,76,male,818
Чеченская Республика,2024,77,male,553
Чеченская Республика,2024,78,male,428
Чеченская Республика,2024,79,male,351
Чеченская Республика,2024,80,male,4108
Ставропольский край,2024,1,male,12741
Ставропольский край,2024,2,male,13837
Ставропольский край,2024,3,male,14100
Ставропольский край,2024,4,male,14386
Ставропольский край,2024,5,male,15831
Ставропольский край,2024,6,male,16912
Ставропольский край,2024,7,male,18928
Ставропольский край,2024,8,male,19391
Ставропольский край,2024,9,male,18679
Ставропольский край,2024,10,male,18346
Ставропольский край,2024,11,male,18445
Ставропольский край,2024,12,male,17080
Ставропольский край,2024,13,male,20478
Ставропольский край,2024,14,male,18592
Ставропольский край,2024,15,male,18112
Ставропольский край,2024,16,male,17070
Ставропольский край,2024,17,male,15696
Ставропольский край,2024,18,male,16984
Ставропольский край,2024,19,male,14772
Ставропольский край,2024,20,male,17108
Ставропольский край,2024,21,male,17029
Ставропольский край,2024,22,male,15836
Ставропольский край,2024,23,male,17198
Ставропольский край,2024,24,male,14762
Ставропольский край,2024,25,male,15770
Ставропольский край,2024,26,male,13809
Ставропольский край,2024,27,male,15787
Ставропольский край,2024,28,male,18211
Ставропольский край,2024,29,male,15201
Ставропольский край,2024,30,male,18530
Ставропольский край,2024,31,male,22021
Ставропольский край,2024,32,male,23667
Ставропольский край,2024,33,male,26204
Ставропольский край,2024,34,male,24528
Ставропольский край,2024,35,male,23546
Ставропольский край,2024,36,male,24014
Ставропольский край,2024,37,male,25025
Ставропольский край,2024,38,male,23620
Ставропольский край,2024,39,male,23553
Ставропольский край,2024,40,male,24018
Ставропольский край,2024,41,male,23106
Ставропольский край,2024,42,male,21600
Ставропольский край,2024,43,male,23807
Ставропольский край,2024,44,male,21695
Ставропольский край,2024,45,male,20812
Ставропольский край,2024,46,male,18060
Ставропольский край,2024,47,male,20235
Ставропольский край,2024,48,male,21161
Ставропольский край,2024,49,male,18006
Ставропольский край,2024,50,male,16931
Ставропольский край,2024,51,male,16870
Ставропольский край,2024,52,male,16194
Ставропольский край,2024,53,male,19746
Ставропольский край,2024,54,male,15526
Ставропольский край,2024,55,male,16284
Ставропольский край,2024,56,male,13749
Ставропольский край,2024,57,male,13993
Ставропольский край,2024,58,male,16667
Ставропольский край,2024,59,male,14348
Ставропольский край,2024,60,male,15997
Ставропольский край,2024,61,male,15392
Ставропольский край,2024,62,male,15858
Ставропольский край,2024,63,male,20095
Ставропольский край,2024,64,male,16093
Ставропольский край,2024,65,male,15498
Ставропольский край,2024,66,male,13819
Ставропольский край,2024,67,male,14111
Ставропольский край,2024,68,male,14395
Ставропольский край,2024,69,male,13267
Ставропольский край,2024,70,male,11853
Ставропольский край,2024,71,male,11727
Ставропольский край,2024,72,male,9890
Ставропольский край,2024,73,male,10518
Ставропольский край,2024,74,male,9448
Ставропольский край,2024,75,male,7070
Ставропольский край,2024,76,male,6097
Ставропольский край,2024,77,male,5206
Ставропольский край,2024,78,male,3934
Ставропольский край,2024,79,male,1880
Ставропольский край,2024,80,male,26998
Республика Башкортостан,2024,1,male,18581
Республика Башкортостан,2024,2,male,20175
Республика Башкортостан,2024,3,male,21066
Республика Башкортостан,2024,4,male,21361
Республика Башкортостан,2024,5,male,24015
Республика Башкортостан,2024,6,male,25144
Республика Башкортостан,2024,7,male,29006
Республика Башкортостан,2024,8,male,30563
Республика Башкортостан,2024,9,male,30526
Республика Башкортостан,2024,10,male,30308
Республика Башкортостан,2024,11,male,30275
Республика Башкортостан,2024,12,male,28463
Республика Башкортостан,2024,13,male,27792
Республика Башкортостан,2024,14,male,26544
Республика Башкортостан,2024,15,male,27223
Республика Башкортостан,2024,16,male,25903
Республика Башкортостан,2024,17,male,22402
Республика Башкортостан,2024,18,male,22041
Республика Башкортостан,2024,19,male,21124
Республика Башкортостан,2024,20,male,21985
Республика Башкортостан,2024,21,male,22907
Республика Башкортостан,2024,22,male,19632
Республика Башкортостан,2024,23,male,21668
Республика Башкортостан,2024,24,male,19578
Республика Башкортостан,2024,25,male,21215
Республика Башкортостан,2024,26,male,20826
Республика Башкортостан,2024,27,male,21287
Республика Башкортостан,2024,28,male,21878
Республика Башкортостан,2024,29,male,21200
Республика Башкортостан,2024,30,male,21862
Республика Башкортостан,2024,31,male,25090
Республика Башкортостан,2024,32,male,27331
Республика Башкортостан,2024,33,male,34636
Республика Башкортостан,2024,34,male,35089
Республика Башкортостан,2024,35,male,35692
Республика Башкортостан,2024,36,male,38050
Республика Башкортостан,2024,37,male,36602
Республика Башкортостан,2024,38,male,35530
Республика Башкортостан,2024,39,male,33103
Республика Башкортостан,2024,40,male,33911
Республика Башкортостан,2024,41,male,30826
Республика Башкортостан,2024,42,male,28847
Республика Башкортостан,2024,43,male,29864
Республика Башкортостан,2024,44,male,27527
Республика Башкортостан,2024,45,male,25937
Республика Башкортостан,2024,46,male,24572
Республика Башкортостан,2024,47,male,25367
Республика Башкортостан,2024,48,male,24824
Республика Башкортостан,2024,49,male,24036
Республика Башкортостан,2024,50,male,22260
Республика Башкортостан,2024,51,male,23127
Республика Башкортостан,2024,52,male,22331
Республика Башкортостан,2024,53,male,25039
Республика Башкортостан,2024,54,male,23135
Республика Башкортостан,2024,55,male,23872
Республика Башкортостан,2024,56,male,22463
Республика Башкортостан,2024,57,male,23647
Республика Башкортостан,2024,58,male,25152
Республика Башкортостан,2024,59,male,24770
Республика Башкортостан,2024,60,male,26768
Республика Башкортостан,2024,61,male,26715
Республика Башкортостан,2024,62,male,27841
Республика Башкортостан,2024,63,male,30163
Республика Башкортостан,2024,64,male,26605
Республика Башкортостан,2024,65,male,24602
Республика Башкортостан,2024,66,male,22689
Республика Башкортостан,2024,67,male,20405
Республика Башкортостан,2024,68,male,20456
Республика Башкортостан,2024,69,male,18687
Республика Башкортостан,2024,70,male,15424
Республика Башкортостан,2024,71,male,15736
Республика Башкортостан,2024,72,male,13710
Республика Башкортостан,2024,73,male,11875
Республика Башкортостан,2024,74,male,11538
Республика Башкортостан,2024,75,male,8384
Республика Башкортостан,2024,76,male,7641
Республика Башкортостан,2024,77,male,6485
Республика Башкортостан,2024,78,male,4017
Республика Башкортостан,2024,79,male,2090
Республика Башкортостан,2024,80,male,31787
Республика Марий Эл,2024,1,male,2903
Республика Марий Эл,2024,2,male,3210
Республика Марий Эл,2024,3,male,3332
Республика Марий Эл,2024,4,male,3468
Республика Марий Эл,2024,5,male,3712
Республика Марий Эл,2024,6,male,4056
Республика Марий Эл,2024,7,male,4743
Республика Марий Эл,2024,8,male,4944
Республика Марий Эл,2024,9,male,5039
Республика Марий Эл,2024,10,male,5083
Республика Марий Эл,2024,11,male,4925
Республика Марий Эл,2024,12,male,4584
Республика Марий Эл,2024,13,male,4339
Республика Марий Эл,2024,14,male,4406
Республика Марий Эл,2024,15,male,4225
Республика Марий Эл,2024,16,male,4105
Республика Марий Эл,2024,17,male,3702
Республика Марий Эл,2024,18,male,3715
Республика Марий Эл,2024,19,male,4241
Республика Марий Эл,2024,20,male,4409
Республика Марий Эл,2024,21,male,3611
Республика Марий Эл,2024,22,male,3320
Республика Марий Эл,2024,23,male,3293
Республика Марий Эл,2024,24,male,2976
Республика Марий Эл,2024,25,male,2966
Республика Марий Эл,2024,26,male,2774
Республика Марий Эл,2024,27,male,2772
Республика Марий Эл,2024,28,male,3099
Республика Марий Эл,2024,29,male,3169
Республика Марий Эл,2024,30,male,3266
